Exercício: 2018
Escopo: Estados/DF
Tabela: Despesas por Função (Anexo I-E)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Valor
Governo do Estado de Pernambuco;26;PE;9410336;"Inscrição de Restos a Pagar Processados";"28.845 - Outras Transferências";200648214,25
Governo do Estado de Pernambuco;26;PE;9410336;"Inscrição de Restos a Pagar Processados";"28.846 - Outros Encargos Especiais";2549725,35
Governo do Estado de Pernambuco;26;PE;9410336;"Inscrição de Restos a Pagar Processados";"Despesas Intraorçamentárias";39826336,6
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"Despesas Exceto Intraorçamentárias";24068140982,29
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"01 - Legislativa";708124247,87
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"01.031 - Ação Legislativa";27829279,81
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"01.032 - Controle Externo";162005888,64
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"01.122 - Administração Geral";445304995,01
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU01 - Demais Subfunções";72984084,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"02 - Judiciária";1001676765,46
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"02.061 - Ação Judiciária";46993958,44
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"02.122 - Administração Geral";814333464,54
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU02 - Demais Subfunções";140349342,48
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"03 - Essencial à Justiça";1031965769,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"03.091 - Defesa da Ordem Jurídica";96149433,84
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"03.092 - Representação Judicial e Extrajudicial";11777591,36
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"03.122 - Administração Geral";631750192,26
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU03 - Demais Subfunções";292288551,82
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04 - Administração";758286860,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.121 - Planejamento e Orçamento";11521671,97
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.122 - Administração Geral";616226141,39
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.123 - Administração Financeira";27914602,68
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.124 - Controle Interno";56973,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.126 - Tecnologia da Informação";17649035,89
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.128 - Formação de Recursos Humanos";1292603,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"04.131 - Comunicação Social";554,76
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU04 - Demais Subfunções";83625277,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"06 - Segurança Pública";2711633109,99
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"06.181 - Policiamento";187666706,91
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"06.182 - Defesa Civil";16963667,26
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"06.183 - Informação e Inteligência";5996111,56
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"06.122 - Administração Geral";1961032867,21
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU06 - Demais Subfunções";539973757,05
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"08 - Assistência Social";994541815,2
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"08.241 - Assistência ao Idoso";5308408,84
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"08.243 - Assistência à Criança e ao Adolescente";16511503,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"08.244 - Assistência Comunitária";69669094,07
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"08.122 - Administração Geral";156852296,21
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU08 - Demais Subfunções";746200512,8
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"09 - Previdência Social";3495265659,22
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"09.272 - Previdência do Regime Estatutário";3459112983,95
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"09.122 - Administração Geral";24734383,99
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU09 - Demais Subfunções";11418291,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10 - Saúde";3079310610,84
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10.301 - Atenção Básica";38478032,47
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10.302 - Assistência Hospitalar e Ambulatorial";1819072384,37
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10.303 - Suporte Profilático e Terapêutico";37976167,21
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10.305 - Vigilância Epidemiológica";32360951,93
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"10.122 - Administração Geral";1050414266,03
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU10 - Demais Subfunções";101008808,83
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"11 - Trabalho";5640228,54
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"11.331 - Proteção e Benefícios ao Trabalhador";232355,58
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"11.333 - Empregabilidade";2274504,4
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"11.334 - Fomento ao Trabalho";761164,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"11.122 - Administração Geral";2355195,82
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU11 - Demais Subfunções";17008,43
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12 - Educação";3546675919,45
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.361 - Ensino Fundamental";879938422,76
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.362 - Ensino Médio";1062786408,21
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.363 - Ensino Profissional";12608812,53
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.364 - Ensino Superior";39012039,46
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.365 - Educação Infantil";370333,79
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.366 - Educação de Jovens e Adultos";119035393,57
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.367 - Educação Especial";126441,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"12.122 - Administração Geral";1087846289,91
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU12 - Demais Subfunções";344951777,91
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"13 - Cultura";111367617,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";14920536,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"13.392 - Difusão Cultural";26167098,09
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"13.122 - Administração Geral";61000265,76
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU13 - Demais Subfunções";9279716,37
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"14 - Direitos da Cidadania";61113513,55
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"14.422 - Direitos Individuais, Coletivos e Difusos";22901596,34
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"14.122 - Administração Geral";27077432,22
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU14 - Demais Subfunções";11134484,99
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"15 - Urbanismo";321943978,7
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"15.451 - Infraestrutura Urbana";293472957,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"15.122 - Administração Geral";11995590,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU15 - Demais Subfunções";16475430,88
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"16 - Habitação";72396705,3
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"16.482 - Habitação Urbana";36958885,87
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"16.122 - Administração Geral";32322658,2
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU16 - Demais Subfunções";3115161,23
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"17 - Saneamento";56348595,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"17.512 - Saneamento Básico Urbano";56348595,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18 - Gestão Ambiental";120976084,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18.541 - Preservação e Conservação Ambiental";26887331,05
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18.542 - Controle Ambiental";11522043,85
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18.543 - Recuperação de Áreas Degradadas";1258087,24
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18.544 - Recursos Hídricos";3196095,16
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"18.122 - Administração Geral";67170803,9
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU18 - Demais Subfunções";10941723,39
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"19 - Ciência e Tecnologia";37499032,53
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"19.571 - Desenvolvimento Científico";17565727,9
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"19.573 - Difusão do Conhecimento Científico e Tecnológico";386909,67
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"19.122 - Administração Geral";14029458,81
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU19 - Demais Subfunções";5516936,15
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"20 - Agricultura";275979289,06
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"20.606 - Extensão Rural";3403499,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"20.608 - Promoção da Produção Agropecuária";37844419,37
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"20.609 - Defesa Agropecuária";20861561,79
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"20.122 - Administração Geral";197884070,93
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU20 - Demais Subfunções";15985737,38
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"21 - Organização Agrária";20347391,81
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"21.631 - Reforma Agrária";1985620,91
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"21.122 - Administração Geral";16995568,01
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU21 - Demais Subfunções";1366202,89
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"22 - Indústria";49438706,37
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"22.661 - Promoção Industrial";10060906,58
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"22.662 - Produção Industrial";5068684,52
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"22.663 - Mineração";22153,19
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"22.122 - Administração Geral";25038977,98
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU22 - Demais Subfunções";9247984,1
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"23 - Comércio e Serviços";159540859,06
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"23.691 - Promoção Comercial";598572,8
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"23.692 - Comercialização";20899,44
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"23.122 - Administração Geral";93611734,48
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU23 - Demais Subfunções";65309652,34
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"24 - Comunicações";64747524,56
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"24.722 - Telecomunicações";4330934,12
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"24.122 - Administração Geral";20932741,34
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU24 - Demais Subfunções";39483849,1
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"25 - Energia";6146,93
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"25.751 - Conservação de Energia";6146,93
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"26 - Transporte";832898183,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"26.781 - Transporte Aéreo";228354,7
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"26.782 - Transporte Rodoviário";518136501,49
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"26.784 - Transporte Hidroviário";36127891,82
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"26.122 - Administração Geral";34309298,61
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU26 - Demais Subfunções";244096136,79
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"27 - Desporto e Lazer";55066570,89
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"27.812 - Desporto Comunitário";47945645,88
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"27.122 - Administração Geral";6485677,56
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU27 - Demais Subfunções";635247,45
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28 - Encargos Especiais";4495349796,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28.841 - Refinanciamento da Dívida Interna";69994341,6
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28.843 - Serviço da Dívida Interna";348209455,9
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28.844 - Serviço da Dívida Externa";95115811,12
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28.845 - Outras Transferências";3263633007,63
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"28.846 - Outros Encargos Especiais";382203872,83
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"FU28 - Demais Subfunções";336193307,23
Governo do Estado do Pará;15;PA;8272724;"Despesas Empenhadas";"Despesas Intraorçamentárias";1380272104,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"Despesas Exceto Intraorçamentárias";24059931246,49
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"01 - Legislativa";708124247,87
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"01.031 - Ação Legislativa";27829279,81
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"01.032 - Controle Externo";162005888,64
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"01.122 - Administração Geral";445304995,01
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU01 - Demais Subfunções";72984084,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"02 - Judiciária";1001676765,46
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"02.061 - Ação Judiciária";46993958,44
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"02.122 - Administração Geral";814333464,54
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU02 - Demais Subfunções";140349342,48
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"03 - Essencial à Justiça";1031965769,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"03.091 - Defesa da Ordem Jurídica";96149433,84
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"03.092 - Representação Judicial e Extrajudicial";11777591,36
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"03.122 - Administração Geral";631750192,26
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU03 - Demais Subfunções";292288551,82
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04 - Administração";758170754,93
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.121 - Planejamento e Orçamento";11521671,97
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.122 - Administração Geral";616190636,12
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.123 - Administração Financeira";27837005,2
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.124 - Controle Interno";56973,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.126 - Tecnologia da Informação";17646032,79
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.128 - Formação de Recursos Humanos";1292603,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"04.131 - Comunicação Social";554,76
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU04 - Demais Subfunções";83625277,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"06 - Segurança Pública";2711131960,52
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"06.181 - Policiamento";187617732,89
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"06.182 - Defesa Civil";16962815,58
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"06.183 - Informação e Inteligência";5996111,56
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"06.122 - Administração Geral";1960959303,27
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU06 - Demais Subfunções";539595997,22
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"08 - Assistência Social";991355200,64
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"08.241 - Assistência ao Idoso";5308408,84
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"08.243 - Assistência à Criança e ao Adolescente";16511503,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"08.244 - Assistência Comunitária";69659440,18
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"08.122 - Administração Geral";156803502,11
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU08 - Demais Subfunções";743072346,23
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"09 - Previdência Social";3495212457,12
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"09.272 - Previdência do Regime Estatutário";3459111308,55
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"09.122 - Administração Geral";24682857,29
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU09 - Demais Subfunções";11418291,28
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10 - Saúde";3078902113,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10.301 - Atenção Básica";38478032,47
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10.302 - Assistência Hospitalar e Ambulatorial";1818742602,34
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10.303 - Suporte Profilático e Terapêutico";37974664,81
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10.305 - Vigilância Epidemiológica";32306446,77
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"10.122 - Administração Geral";1050400755,44
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU10 - Demais Subfunções";100999611,17
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"11 - Trabalho";5640228,08
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"11.331 - Proteção e Benefícios ao Trabalhador";232355,58
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"11.333 - Empregabilidade";2274504,39
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"11.334 - Fomento ao Trabalho";761163,86
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"11.122 - Administração Geral";2355195,82
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU11 - Demais Subfunções";17008,43
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12 - Educação";3544217001,36
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.361 - Ensino Fundamental";879889287,47
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.362 - Ensino Médio";1062708213,53
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.363 - Ensino Profissional";12573457,19
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.364 - Ensino Superior";38999818,53
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.365 - Educação Infantil";370333,79
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.366 - Educação de Jovens e Adultos";119035393,57
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.367 - Educação Especial";126441,31
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"12.122 - Administração Geral";1086270840,55
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU12 - Demais Subfunções";344243215,42
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"13 - Cultura";111363568,09
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";14920536,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"13.392 - Difusão Cultural";26167098,09
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"13.122 - Administração Geral";60996216,85
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU13 - Demais Subfunções";9279716,37
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"14 - Direitos da Cidadania";61110134,36
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"14.422 - Direitos Individuais, Coletivos e Difusos";22899235,04
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"14.122 - Administração Geral";27076414,33
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU14 - Demais Subfunções";11134484,99
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"15 - Urbanismo";321943978,7
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"15.451 - Infraestrutura Urbana";293472957,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"15.122 - Administração Geral";11995590,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU15 - Demais Subfunções";16475430,88
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"16 - Habitação";72394563,23
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"16.482 - Habitação Urbana";36958885,87
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"16.122 - Administração Geral";32320516,13
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU16 - Demais Subfunções";3115161,23
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"17 - Saneamento";56348595,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"17.512 - Saneamento Básico Urbano";56348595,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18 - Gestão Ambiental";120973876,7
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18.541 - Preservação e Conservação Ambiental";26887196,01
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18.542 - Controle Ambiental";11522043,85
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18.543 - Recuperação de Áreas Degradadas";1258086,24
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18.544 - Recursos Hídricos";3196095,16
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"18.122 - Administração Geral";67168732,05
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU18 - Demais Subfunções";10941723,39
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"19 - Ciência e Tecnologia";37497996,74
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"19.571 - Desenvolvimento Científico";17565727,88
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"19.573 - Difusão do Conhecimento Científico e Tecnológico";386909,67
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"19.122 - Administração Geral";14028423,04
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU19 - Demais Subfunções";5516936,15
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"20 - Agricultura";275005849,07
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"20.606 - Extensão Rural";3403499,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"20.608 - Promoção da Produção Agropecuária";37298914,7
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"20.609 - Defesa Agropecuária";20630830,41
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"20.122 - Administração Geral";197686866,99
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU20 - Demais Subfunções";15985737,38
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"21 - Organização Agrária";20346736,9
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"21.631 - Reforma Agrária";1984966,00
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"21.122 - Administração Geral";16995568,01
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU21 - Demais Subfunções";1366202,89
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"22 - Indústria";49438653,49
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"22.661 - Promoção Industrial";10060906,58
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"22.662 - Produção Industrial";5068684,52
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"22.663 - Mineração";22153,19
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"22.122 - Administração Geral";25038974,78
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU22 - Demais Subfunções";9247934,42
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"23 - Comércio e Serviços";159170236,59
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"23.691 - Promoção Comercial";598572,8
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"23.692 - Comercialização";20899,44
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"23.122 - Administração Geral";93533313,26
Governo do Estado do Pará;15;PA;8272724;"Despesas Liquidadas";"FU23 - Demais Subfunções";65017451,09
